Title,Skills,Location,Company,Content,URL
Senior Software Developer,"Golang, NodeJS, AWS",Beograd,HBI-EU Technologies,"Overview
We are looking for an experienced Software Developer to join our team!
Happiest Baby is a company based in the States, with the main office being in
Los Angeles, that has developed the most advanced smart bassinet in the world
called SNOO. We are on the lookout for new talent to join our European
regional center in Belgrade! What we need right now is a passionate Software
Developer with great understanding of software development concepts and
interests for integrating IoT devices. As a Senior Software Developer, you
will be responsible for:
   Developing backend services and APIs used by other teams
   Developing server-side system logic for integrating IoT and mobile devices
   Design and develop innovative, industry-standard, cost-effective solutions on AWS platform
   Interacting with the product team to get a clear understanding of business requirements
   Collaborate with team members to determine best practices and client requirements for software
 Duties & Responsibilities
You will love this job if you have outstanding programming skills and great
passion for developing innovative applications. Senior Software Developer
duties and responsibilities are:
   Be involved and participate in the overall system development lifecycle
   Collaborate with mobile and embedded developers
   Provide mentoring, help and support to other team members
   Definition and design of technical requirements
   Build high-quality, reusable and sustainable code for scalable and secure services
   Stay up to date with industry state of art trends and best practices
   Participate in conferences and educational programs
   Other related duties in line with Employer's instructions
 Requirements
Please apply if you feel like you're missing something and you're eager to
learn new things. We have a strong desire to share knowledge which is why
we're opting for these requirements:
   3+ years of experience in software development
   Understanding of modern software development concepts
   3 years of experience with Javascript (NodeJS) and/or Golang
   Familiarity with front-end frameworks like Angular, React and/or Vue
   Experience with PostgreSQL (or any other RDBMS)
   Experience with MongoDB and/or DynamoDB
   Experience with AWS (or any other cloud provider)
   Familiarity with integrating IoT devices is a plus
   Critical thinker and problem-solving skills
   Team player
   Good organizational and time-management skills
   Great interpersonal and communication skills
 Perks
Perks that we offer:
   Competitive pay
   Paid lunch in the office
   Private health insurance
   Fit Pass
   On premise paid parking
   A SNOO for the happiest 6 months of your life
   An open collaborative environment
   Working on an actual, physical product that is having a real positive impact on people's lives",https://www.joberty.rs/posao/senior-software-developer/hbi-eu-technologies/7818
Senior Backend Engineer (NodeJS) ,"JavaScript, NodeJS, TypeScript, AWS","Beograd, Novi Sad, Niš",Motius GmbH,"From autonomous industrial robots to self-charging drones and chatbot
platforms, we're building it and you can be part of it. Motius is a research
and development company specializing in the development of products and
prototypes in the latest tech fields (AI, IoT, AR/VR and many more). With the
unique combination of a permanent core team and an interdisciplinary tech
community, we reinvent R&D and develop the tech products of the future
together with our customers. Motius is based in Munich & Stuttgart, Germany
and in Dubai. In 2022, we're opening up a new office & location in Serbia.
As Senior Backend Engineer (NodeJS) (m/f/d) you're part of our Software
Cluster and join our diverse R&D projects (each ~3-9 months duration) in small
and agile teams as Lead Engineer. In this role, you'll not only be part of 1
or 2 of our exciting projects, but also will help our cluster to become
constantly better, e.g. by creating reusable components and assets or by
coaching and mentoring younger engineers during their career development.
Internally we call this position Tech Specialist. You can find sample projects
in our Motius Success Stories.
 Your role
   Lead Backend Engineer in our R&D projects with engineering teams of 2-5 people
   Depending on your background and your preference, you are building complex production ready systems and digital solutions for a wide range of industries and for different use cases
   Defining the right tech stack and setting up the architecture for the projects, mostly working with the team in our office in Belgrade or remotely - we don't do customer-on-site consulting
   Following a two-weekly Scrum process using GitLab, Jira, Slack, Continuous Integration & Delivery, etc.
   Mentoring and coaching engineers on Backend, Architecture & Cloud topics, making sure we build high quality products
   Constantly improving our Software cluster and building up knowledge by introducing new tools, best practices or frameworks and sharing learning from our projects
   Be one of the first team members of our Motius Office in Serbia
 Your profile
   University degree in Computer Science, Software Engineering or in similar disciplines and at least 4 years of experience in agile development projects
   Proven experience in JavaScript / TypeScrpt and NodeJS; experience with AWS products and services (Lambda, SNS, SQS, S3, ...) or other Cloud solutions is a big plus
   Curiosity for our DevOps processes and infrastructure (Docker, Kubernetes, Rancher)
   Experience in engineering practices such as code refactoring, design patterns, design driven development, continuous integration, building highly scalable applications/digital product
   Strong analytical and problem solving skills paired with the ability to develop creative and efficient solutions for our clients
   Comfortable with ambiguity and rapid changes common in early-stage product development and strong command of English language (both verbal and written), German is a plus
 Our offer
   Fulltime & permanent position in Motius in Serbia - first as a Freelancer or employed via Partner Company and then later employed in our Serbian legal entity (currently in the legal process for that)
   Flexible working hours and remote work / homeoffice
   Unique and inspiring working culture with many smart engineers from diverse backgrounds (e.g. software developers, Embedded system engineers, Mechanical engineers, Computer Vision researchers etc.) coming from over 15 different countries
   Exciting insights into the markets, technologies and products of the future through collaboration with clients from a wide range of industries plus the opportunity to accelerate our clients' innovation cycles
   A defined Talent Journey for your further development, as well as regular peer reviews
   Learning & development budget and our regular Tech Discovery for learning and discovering new technologies
   Pushing and realizing the topics that you're interested in and using Motius as a machine for that
   Other perks & benefits of a startup: Lots of flexibility and responsibility, flat hierarchies, regular teambuilding and company events, free access to our workshop area and also to Makerspace, you can find more details and reasons why you should join Motius in our latest blog post and on Instagram @team_motius.
We are looking forward to receiving your application with CV, motivation
letter, possible start date and salary expectation.",https://www.joberty.rs/posao/senior-backend-engineer-(nodejs)-/motius-gmbh/7816
Senior DevOps Engineer AWS/ Cloud,"AWS, Django, Docker, JavaScript, Python, Kubernetes","Beograd, Novi Sad, Niš",Motius GmbH,"From autonomous industrial robots to self-charging drones and chatbot
platforms, we're building it and you can be part of it. Motius is a research
and development company specializing in the development of products and
prototypes in the latest tech fields (AI, IoT, AR/VR and many more). With the
unique combination of a permanent core team and an interdisciplinary tech
community, we reinvent R&D and develop the tech products of the future
together with our customers. Motius is based in Munich & Stuttgart, Germany
and in Dubai. In 2022, we're opening up a new office & location in Serbia.
As Senior DevOps Engineer (m/f/d) with focus on AWS/Cloud you're a
permanent part of our DevOps and Infrastructure team at Motius. You'll join
our diverse R&D projects (each ~3-9 months duration) in small and agile teams
and you'll support the journey to build highly scalable applications and
digital products for our clients. You can find sample projects in our Motius
Success Stories.
In this role, you'll not only be part of our exciting projects, but you'll
also help our DevOps & Infrastructure team at Motius to become constantly
better, e.g. by creating reusable components and assets or by coaching and
mentoring engineers in projects. In addition, our tech clusters are
responsible for creating roadmaps and evaluating upcoming technologies and
programming languages to be realized in future projects. Internally we call
this position Tech Specialist.
 Your role
   Lead Engineer for DevOps in our R&D projects with engineering teams of 2-5 people
   Depending on your background and your preference you are building complex production ready systems and digital solutions for a wide range of industries and for different use cases
   Defining the right tech stack and setting up the architecture for the projects, mostly working with the team in our office in Belgrade or remotely - we don't do customer-on-site consulting
   Following a two-weekly Scrum process using GitLab, Jira, Slack, Continuous Integration & Delivery, etc.
   Mentoring and coaching engineers on DevOps & Cloud topics, making sure we build high quality products
   Constantly improving our DevOps & Infrastructure cluster and building up knowledge by introducing new tools, best practices or frameworks and sharing learning from our projects
   One of the first team members of our Motius Office in Serbia
 Your profile
   University degree in Computer Science, Software Engineering or in similar disciplines and at least 4 years of experience in agile development projects
   Proven experience with cloud solutions like AWS products and services (ECS, S3, Lambda, Glue, SNS, SQS, ...) or equivalent Azure/GCP services
   Strong experience in conception and implementation of DevOps processes and infrastructure (Docker, Kubernetes, Openshift, AWS/Azure/Self-Hosting) and with Python (Django) and JavaScript with focus on Node.js; further modern frameworks (React, Vue) are a plus
   Experience in engineering practices such as code refactoring, design patterns, design/test driven development, continuous integration, building highly scalable applications/digital product
   Strong analytical and problem solving skills paired with the ability to develop creative and efficient solutions for our clients
   Comfortable with ambiguity and rapid changes common in early-stage product development and strong command of English language (both verbal and written), German is a plus
 Our offer
   Fulltime & permanent position in Motius in Serbia - first as a Freelancer or employed via Partner Company and then later employed in our Serbian legal entity (currently in the legal process for that)
   Flexible working hours and remote work / homeoffice
   Unique and inspiring working culture with many smart engineers from diverse backgrounds (e.g. software developers, Embedded system engineers, Mechanical engineers, Computer Vision researchers etc.) coming from over 15 different countries
   Exciting insights into the markets, technologies and products of the future through collaboration with clients from a wide range of industries plus the opportunity to accelerate our clients' innovation cycles
   A defined Talent Journey for your further development, as well as regular peer reviews
   Learning & development budget and our regular Tech Discovery for learning and discovering new technologies
   Pushing and realizing the topics that you're interested in and using Motius as a machine for that
   Other perks & benefits of a startup: Lots of flexibility and responsibility, flat hierarchies, regular teambuilding and company events, free access to our workshop area and also to Makerspace, you can find more details and reasons why you should join Motius in our latest blog post and on Instagram @team_motius.
We are looking forward to receiving your application with CV, motivation
letter, possible start date and salary expectation.",https://www.joberty.rs/posao/senior-devops-engineer-aws--cloud/motius-gmbh/7815
Senior Frontend Engineer (React.JS) ,"JavaScript, ReactJS, TypeScript, VueJS, Redux","Beograd, Niš, Novi Sad",Motius GmbH,"From autonomous industrial robots to self-charging drones and chatbot
platforms, we're building it and you can be part of it. Motius is a research
and development company specializing in the development of products and
prototypes in the latest tech fields (AI, IoT, AR/VR and many more). With the
unique combination of a permanent core team and an interdisciplinary tech
community, we reinvent R&D and develop the tech products of the future
together with our customers. Motius is based in Munich & Stuttgart, Germany
and in Dubai. In 2022, we're opening up a new office & location in Serbia.
As Senior Frontend Engineer (React.JS) (m/f/d) you're part of our Software
Cluster and join our diverse R&D projects (each ~3-9 months duration) in small
and agile teams as Lead Engineer. In this role, you'll not only be part of 1
or 2 of our exciting projects, but also will help our cluster to become
constantly better, e.g. by creating reusable components and assets or by
coaching and mentoring younger engineers during their career development.
Internally we call this position Tech Specialist. You can find sample projects
in our Motius Success Stories.
 Your role
   Lead Frontend Engineer in our R&D projects with engineering teams of 2-5 people
   Depending on your background and your preference, you are building complex production ready systems and digital solutions for a wide range of industries and for different use cases
   Defining the right tech stack and setting up the architecture for the projects, mostly working with the team in our office in Belgrade or remotely - we don't do customer-on-site consulting
   Following a two-weekly Scrum process using GitLab, Jira, Slack, Continuous Integration & Delivery, etc.
   Mentoring and coaching engineers on Frontend, Architecture & Design topics, making sure we build high quality products
   Constantly improving our Software cluster and building up knowledge by introducing new tools, best practices or frameworks and sharing learning from our projects
   Be one of the first team members of our Motius Office in Serbia
 Your profile
   University degree in Computer Science, Software Engineering or in similar disciplines and at least 4 years of experience in agile development projects
   Proven experience in modern frontend stacks (React.js (+ Redux), Vue.js, JavaScript / TypeScript ); experience on mobile (Kotlin, Flutter, Swift, ...) is a big plus
   Curiosity for our DevOps processes and infrastructure (Docker, Kubernetes, Rancher)
   Experience in engineering practices such as code refactoring, design patterns, design driven development, continuous integration, building highly scalable applications/digital product
   Strong analytical and problem solving skills paired with the ability to develop creative and efficient solutions for our clients
   Comfortable with ambiguity and rapid changes common in early-stage product development and strong command of English language (both verbal and written), German is a plus
 Our offer
   Fulltime & permanent position in Motius in Serbia - first as a Freelancer or employed via Partner Company and then later employed in our Serbian legal entity (currently in the legal process for that)
   Flexible working hours and remote work / home office
   Onboarding time in Munich (~1 month) and regular flights & visits in Munich
   Unique and inspiring working culture with many smart engineers from diverse backgrounds (e.g. software developers, Embedded system engineers, Mechanical engineers, Computer Vision researchers etc.) coming from over 15 different countries
   Exciting insights into the markets, technologies and products of the future through collaboration with clients from a wide range of industries plus the opportunity to accelerate our clients' innovation cycles
   A defined Talent Journey for your further development, as well as regular peer reviews
   Learning & development budget and our regular Tech Discovery for learning and discovering new technologies
   Pushing and realizing the topics that you're interested in and using Motius as a machine for that
   Other perks & benefits of a startup: Lots of flexibility and responsibility, flat hierarchies, regular teambuilding and company events, free access to our workshop area and also to Makerspace, you can find more details and reasons why you should join Motius in our latest blog post and on Instagram @team_motius.
We are looking forward to receiving your application with CV, motivation
letter, possible start date and salary expectation.",https://www.joberty.rs/posao/senior-frontend-engineer-(react.js)-/motius-gmbh/7814
Medior/Senior QA Engineer,"Java, Selenium, Appium, Jenkins",Beograd,Freja eID,"Medior/Senior Quality Assurance Engineer
We are looking for a medior/senior Quality Assurance Engineer.
Our mission is to bring digital identities to the world. We want to give our
users control over their digital identities through Freja eID mobile
application. Find out more about Freja eID solution at
https://frejaeid.com/en/home/
These are our values:
   One team \- we stand together and everything we're doing we do as a one team. We learn together, we face our challenges together, we celebrate success together.
   Innovation and initiative \- we seek for innovation, we question status quo, and we're supporting each other initiatives.
   Personal development \- personal growth is our key value in strengthening the team
What will you do:
   Create detailed and well-structured test plans and test cases
   Write and execute manual test scenarios
   Identify, document and track bugs
   Write automated tests
   Refactor automatic tests, maintain code base to keep it stable, scalable and adaptive to changes
   Research, evaluate and implement new technologies for automated testing
   Perform code reviews
   Work closely with UX designers, software developers and other QA engineers
   Actively improve knowledge in QA and best test automation practices
   Actively take part in team meetings such as technical brainstorming and feature planning in order to better understand the changes on the behaviour of the system
What skills are required for this position:
   At least 2 years of software testing experience
   A software-engineering related university degree is a plus
   Working experience with test management tools and bug tracking tools
   Developing code designed for system testing using Selenium and Java
   Working experience with GIT code versioning tool
   Familiar with Agile development methodologies (e.g. Scrum)
   The ability to be detail-oriented and understand how the solution provides business value to the client
   Verbal and written communication skills in English
What knowledge and skills are nice to have:
   Good knowledge of Jira solution and test plugins such as Zephyr
   Understanding of and working experience with docker containers
   Knowledge of CI tools like Jenkins
   Experience with mobile applications testing, including automated testing using Appium
How the interviews/selection process looks like:
   Up to three rounds of interviews
   First interview is a mix of technical and HR interview. It takes about 45 minutes. We go through your resume and discuss your projects and work experiences.
   The 2nd interview is technical. We present some problems to you, you work on a solution, think out loud and discuss alternatives, pros and cons.
   The last interview is with our management, we present you our offer
What do we offer:
   An opportunity to work in international team experienced in related technologies
   Private insurance
   23 vacation days (+1 day on every two years spent in the company, +1 day for every child)
   12 days of paid sick leave per year
   100% paid vacation
   Competitive salary
   Chance to improve your skills, both technical and soft skills
   Great team culture and atmosphere
   Flexible working hours",https://www.joberty.rs/posao/medior-senior-qa-engineer/freja-eid/7808
Java developer,"Java, Java EE","Niš, Remote",Deavensoft,"Deavensoft is a software development and consulting company from Nis,
Serbia. We are looking for colleagues to join our team working for
international clients.
 Job Description
We are looking for Java Developers with experience in building Java web
applications. This includes anything between groups of back-end services and
their client (desktop, mobile) counterparts.
Your primary responsibility will be to design and develop these applications,
and to coordinate with the rest of the team working on different layers of the
infrastructure. Thus, a commitment to collaborative problem solving,
sophisticated design, and product quality are essential.
Furthermore, we would like to work with colleagues who are eager to learn and
constantly expand their knowledge and expertise.
 Responsibilities
   Contribute in all phases of the development lifecycle
   Design, build and maintain efficient, reusable, and reliable Java code
   Ensure designs are in compliance with specifications
   Support continuous improvement by investigating alternatives and technologies
 Skills and Qualifications
   Degree in Computer Science/Engineering or equivalent
   2+ years of working experience in the field of Java development
   A good understanding of OO concepts, design patterns, and practices
   Experience with the Spring Framework and the related tools like Spring Boot, Spring Data, Hibernate, Spring REST, Jackson, etc.
   Solid knowledge of SQL and database principles
   Experience with web technologies (HTML, CSS, JavaScript, AJAX)
   Experience with unit testing and mocking frameworks
   Experience with front-end frameworks like React or Vue is a plus
   Experience with container technologies like Docker is a plus
   Experience with cloud platforms like AWS is a plus
   Initiative to learn new concepts/software technologies
   Familiarity with Agile methodologies
   Good verbal and written communication skills in English
 We offer
   Open and informal but professional environment
   Competitive compensation & benefits
   Flexible working environment to create a balanced work/life schedule
   Cozy office in the city center
   Full-remote work or hybrid (combining remote and office work) are valid options, too
   Opportunity to work with and learn from experienced colleagues
   Regular internal knowledge sharing sessions
   Professional and soft skills training, incl. conferences
   Dedicated work time for learning and experimenting",https://www.joberty.rs/posao/java-developer/deavensoft/7801
Senior Software Engineer - Maps & Geospatial team,"C, C#, C++, Java, JavaScript, Python, PowerShell",Beograd,Microsoft Development Center Serbia,"We are the Maps & Geospatial \- a Microsoft team that drives the future of
Maps across a wide majority of Microsoft services. Our software development
team, located in Belgrade, is building some of the most advanced parts of the
ecosystem primarily focused on building up the Open Maps Data community and
corpus.
Open Maps is primarily represented by OpenStreetMap.org but is an emerging
movement through which governments, government agencies and other
organizations are opening their datasets for the benefit of everyone.
Microsoft wants to play a key role in this movement through motivating our
vast community of users to contribute with their local knowledge and later
share it with everyone through our excellent set of geospatial services.
We are hiring Senior Software Engineers who are passionate and highly
motivated to work on researching, solving deep technical problems, and taking
on different technical challenges.
 Responsibilities
   Work with the team and peers every day on solving complex design, coding, troubleshooting and operational challenges
   Driving features, projects and open ended problems towards resolution
   Increase the team's capacity and capability by sharing experience and knowledge
   Continuously evaluate engineering processes and practices affecting the team with the goal of eliminating inefficiencies and increasing the overall team effectiveness Passionately drive these improvements both within the team and across the Identity organization if necessary
 Qualifications
   2+ years of experience of system programming.
   5+ years of software development experience in a product group.
 Preferred qualifications:
   Demonstrated excellence in coding and technical communication
   Demonstrated problem solving and debugging skills
   Experience with one or more general purpose programming languages including, but not limited to: Java, C/C++, C, Python, JavaScript, PowerShell
   Experience in owning a responsibility of components or feature areas
   BS in Computer Science or Engineering discipline, or 4 years of equivalent software engineering work experience
   The ability to multi-task while balancing short-term and long-term tasks
   Strong customer focus and data driven approach
   End-to-end Delivery and Innovation
   Adaptability in fast paced environment
   Great collaboration and team-player skills
Microsoft is an equal opportunity employer. All qualified applicants will
receive consideration for employment without regard to age, ancestry, color,
family or medical care leave, gender identity or expression, genetic
information, marital status, medical condition, national origin, physical or
mental disability, political affiliation, protected veteran status, race,
religion, sex (including pregnancy), sexual orientation, or any other
characteristic protected by applicable laws, regulations and ordinances. We
also consider qualified applicants regardless of criminal histories,
consistent with legal requirements. If you need assistance and/or a reasonable
accommodation due to a disability during the application or the recruiting
process, please send a request via the Accommodation request form.
Benefits/perks listed below may vary depending on the nature of your
employment with Microsoft and the country where you work.
 Benefits and Perks
   Industry leading healthcare
   Savings and investments
   Giving programs
   Educational resources
   Maternity and paternity leave
   Opportunities to network and connect
   Discounts on products and services
   Generous time away",https://www.joberty.rs/posao/senior-software-engineer---maps-&-geospatial-team/microsoft-development-center-serbia/7786
Senior Product/UX Designer in Office Media Group,"Sketch, Figma",Beograd,Microsoft Development Center Serbia,"The Office Media Group (OMG) has a simple vision – to empower all Microsoft
365 customers to achieve more with media. Building and maintaining strong
connections across location and time is critical in the world we live in. The
emotional power of media – video, audio, and photos – makes it best-in-class
for fostering personal and relatable connections. We aim to unlock the power
of media for every Microsoft customer with tools and experiences thoughtfully
targeted to meet their needs.
In OMG, we believe that great teams are formed when everyone takes
accountability in the team’s culture. As such, we thrive to be friendly,
helpful, collaborative, and to seek out different perspectives. It is
important to us that we are always taking the time to help others, celebrate
successes, and learn from failures. A deep customer understanding fuels every
step of our planning so that we imagine, build, and ship high quality
experiences that meet the needs of and delight our customers. OMG is a global
team, with offices in four countries and team members working all around the
world. We are committed to each person feeling connected, regardless of where
they work and live.
The team in Serbia is focused on improving video viewing experiences in
productivity scenarios. This is especially relevant today, given the abundance
of recorded meetings across industries and schools. The roadmap includes
logical improvements like adding chapters and interactivity and cutting-edge
AI powered experiences that will unlock the full potential of video.
Our team is looking for a Senior Product Designer to help us deliver a
best-in-class video playback experience on the web and mobile. This role
requires strength in all stages of the product cycle: research, idea
inception, storytelling, and execution with hands-on specs and designs. You
will collaborate with Program Managers, Engineers, Data Scientist, Design
Researchers, other Designers, and members of partner teams to create world-
class, delightful user experiences for both business and consumer customers.
The ideal candidate is passionate about video as an increasingly important
form of communication and as an essential tool for modern productivity. You
are customer-focused, utilizing user insights to develop creative and
pragmatic solutions. Candidates must demonstrate the ability to execute high-
quality design work within time and technical constraints, amid competing
priorities and ambiguous situations. As a Senior Designer, you will also be an
advocate for the value of design excellence across disciplines.
 Responsibilities
   Proficient in design excellence: ideating product vision, solving problems with a customer-centric mindset, and delivering high-quality outcomes that empower customers to do more with video
   Enhance existing features to improve usability and customer delight 
   Work great independently, and collaboratively, on multiple end-to-end projects at the same time 
   Generate fast outputs like storyboards, customer journeys, user flows, wireframes, user interface layouts and prototypes, then validate them using a variety of customer driven methods including the “Jobs to be Done” Framework 
   Effective communication with a broad range of stakeholders on both design outcomes and research findings 
   Drive collaboration across many Microsoft product groups to optimize video experiences across Microsoft 365, and work in partnership with other disciplines
   Initiate and facilitate UX efforts such as design jams, vision video creation, pitch decks or other materials that help align people on common goals/direction 
   High operational excellence for creating the assets and production work needed for Engineering partners to deliver products of high value and high-quality 
   Guide the design process and outcome from concept to completion 
   Contribute to the Design “team” culture, fostering diverse and inclusive practices 
 Qualifications
 Required:
   Bachelors or master’s degree in Design or HCI, or comparable work experience 
   5+ years of relevant design experience with proven success in shipping products 
   Hands-on experience creating prototypes, layouts, wireframes, and then iterating on them based on research insights from customers 
   Excellent visual design understanding and skillset 
   Passion for fostering relationships across disciplines and teams to create coherent, best-in-class customer experiences 
   Strong understanding of human-centered design principles and the ability to incorporate it into every stage of the design process 
   Professional experience documenting UX and interactivity through functional specs, wireframes, user flows, comps, and design system libraries
   Experience communicating/presenting to a wide variety of audiences, including senior leadership 
   Ability to understand business objectives, critically review plans, and proactively adjust as needed
   Proven experience scoping projects accurately, prioritizing effectively, and producing to meet key deliverables
   Professional experience with tools such as Figma, Sketch, Abstract, and the Adobe Creative suite 
   A portfolio that effectively tells the story of your work and demonstrates the breadth, quality, and journey of it. Please indicate your specific roles and contributions for each project submitted as part of the portfolio. 
 Preferred:
   Motion design expertise
   Experience with video creation tools such as Premiere or equivalent
Microsoft is an equal opportunity employer. All qualified applicants will
receive consideration for employment without regard to age, ancestry, color,
family or medical care leave, gender identity or expression, genetic
information, marital status, medical condition, national origin, physical or
mental disability, political affiliation, protected veteran status, race,
religion, sex (including pregnancy), sexual orientation, or any other
characteristic protected by applicable laws, regulations and ordinances. We
also consider qualified applicants regardless of criminal histories,
consistent with legal requirements. If you need assistance and/or a reasonable
accommodation due to a disability during the application or the recruiting
process, please send a request via the Accommodation request form.
Benefits/perks listed below may vary depending on the nature of your
employment with Microsoft and the country where you work.
 Benefits and Perks
   Industry leading healthcare
   Savings and investments
   Giving programs
   Educational resources
   Maternity and paternity leave
   Opportunities to network and connect
   Discounts on products and services
   Generous time away",https://www.joberty.rs/posao/senior-product-ux-designer-in-office-media-group/microsoft-development-center-serbia/7785
DevOps Engineer,"Jenkins, GitLab","Beograd, Remote",Nortal,"Have you ever dreamed of creating and designing the future? Making a great
impact to the whole world? Being the part of privileged team? Well… we happen
to have JUST the opportunity for you!
At Nortal we are helping to build the first cognitive city in the world. Based
in Middle East - a seamless AI-orchestrated metropolis, a home and a workplace
for several million citizens from around the world.
We are building a multi-disciplinary team of professionals to skyrocket this
exciting initiative. To reach our ambitious goals, we are looking for DevOps
Engineer.
One more thing… This position can be both office based and remote and can be
based anywhere in Serbia.
 Required skills and experience:
   At least 5 years of experience managing Linux based software deployments;
   Strong IaC hands-on experience;
   Experience in containerization and orchestration;
   Experience in data warehouse/data mesh systems management;
   Good knowledge of cloud software security principles;
   Designing and setting up backup and monitoring systems;
   Excellent knowledge of English language.
 Nice to have:
   AWS/GCP/OCI architect or solution architect certification;
   Designed and implemented complete Jenkins based CICD pipelines, optimized for trunk-based development principles;
   Experience building GitLab CICD pipelines;
   Experience building mobile application publishing pipelines;
   API gateways deployment and integration experience.
We like to say that Nortal is a right-sized company – big enough to undertake
and impact influential projects yet small enough to care. At Nortal, your
voice is heard, and everyone’s input matters. You solve critical problems for
interesting customers from different domains. You work with experienced
colleagues in a warm environment. You are able to execute your ideas in a
reasonable time frame. And what you do and learn here are universally relevant
and valuable.
Last but not least, Nortal is an agile company with low hierarchy – meaning
heavy on common sense, light on rules, and substance is more important than
titles!",https://www.joberty.rs/posao/devops-engineer/nortal/7783
Chief Architect,"Azure, PowerBI, Snowflake, AWS","Beograd, Remote",Nortal,"Have you ever dreamed of creating and designing the future? Making a great
impact to the whole world? Being the part of privileged team? Well… we happen
to have just the opportunity for you!
At Nortal we are helping to build the first cognitive city in the world. Based
in Middle East - a seamless AI-orchestrated metropolis, a home and a workplace
for several million citizens from around the world.
We are building a multi-disciplinary team of professionals to skyrocket this
exciting initiative. To reach our ambitious goals, we are looking for Chief
Architect.
As a Chief Architect you would lead the technical direction of project
alongside the client and directs the data, solution, security, cloud and other
domain architects to develop the platform, processes and technologies
underpinning project.
Chief Architect need to have extensive experience designing and implementing
architectures for broad, complex solutions, as well as the foundational skills
necessary to develop a data ecosystem that supports the most advanced edge of
today’s technology.
One more thing… This position can be both office based and remote and can be
based anywhere in Serbia.
 Key Abilities:
   Defining the vision and lead the technical direction for the platform underpinning the world’s first cognitive city.
   Excited to pioneer new approaches to architecture and embraces novelty and challenges as opportunities to experiment and improve on existing models.
   Have a service mentality and is always focused on providing value to the solution ecosystem powered by the project.
   Valuating strong relationships with their team and their clients. They are adept at understanding, designing for, and speaking to the diverse needs of multiple sectors and departments in a rapidly changing environment while maintaining a culture of trust and transparency.
 Responsibilities:
   Leading the architecture team in the definition, planning and implementation of project’s technical and data architecture.
   Collaborating with the rest of project architect team to translate their needs into a cohesive data architecture and roadmap.
   Providing support and mentorship for technical staff and clients to build a collaborative and effective work culture.
   Driving the development of data architecture patterns, tools, and practices that can be leveraged by delivery teams.
   Keeping abreast of and promote the adoption of new technologies and approaches that are appropriate for project and provide capabilities beneficial to the platform.
   Liaising with C-level stakeholders to understand and influence design decisions while interpreting business needs into with your architecture team to design and implement appropriate applications.
   Delivering Proof of Concepts to provide feasibility studies into new technologies and approaches and to gain user feedback on project components.
   Designing, analyzing, mapping and modeling data flow between the project platform layers and components.
 Qualifications:
   8 years of relevant industry experience.
   Relevant previous experience: CTO, VP/Head of Engineering, VP/Head of Technology, Lead/Principal Architect, Lead/Principal Data Architect.
   Strong public, conversational, and written communication, including the ability to articulate complex technical concepts to non-technical audiences, including C-level stakeholders.
   Deep understanding of domain driven design, container-based architecture, microservices and distributed architecture.
   Deep understanding and experience with modern data architecture approaches and processes, including data mesh, data lakes, data warehouses, data integration, and data consumption.
   Demonstrated ability working with data analytics frameworks, products, and services using applications like Microsoft Azure, Snowflake, Azure Data Factory and Power BI.
   Experience designing data architecture, advanced analytics frameworks, eco-systems, and solutions for broad and complex systems.
   Experience working with DevOps practices, Git version control, and agile approaches. Experience using the Collective Code Construction Contract (C4) approach is preferred.
   Experience designing for both on-premises and major cloud platforms, such as Azure, AWS, and Google Cloud.
   Understanding of information security and privacy concepts, including public key infrastructure, certificate-based authentication, network security, social engineering, and multifactor authentication.
   Experience developing strong metamodels and automating enterprise architecture processes is preferred.
   Experience leading large teams of architects, developers and analysts to build modern data platforms is essential.
 We offer:
   first-hand experience in building high-impact cognitive city solutions.
   great career opportunities with constant improvement, high-quality training to develop skills and gain new experiences.
   work in an international team of experts and via various Nortal offices.
   impact within the team and the company, contributing to the decision-making.
   great people-oriented atmosphere. We strive to create an environment where people can feel comfortable, focus on work and also recharge batteries when it is needed to keep a healthy balance.
   lots of benefits, big and small, that will make your work and private life better and easier.",https://www.joberty.rs/posao/chief-architect/nortal/7782
